"Report.Number","Occurred.Date","Occurred.Time","Reported.Date","Reported.Time","Crime.Subcategory","Primary.Offense.Description","Precinct","Sector","Neighborhood"
20180000104418,2018-03-24,756,2018-03-24,756,"THEFT-BUILDING","THEFT-BUILDING","SOUTH","S","RAINIER BEACH"
20180000104659,2018-03-24,730,2018-03-24,1228,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","EAST","G","MADRONA/LESCHI"
20180000902646,2018-03-24,730,2018-03-25,2049,"CAR PROWL","THEFT-CARPROWL","EAST","C","MADRONA/LESCHI"
20180000104380,2018-03-24,720,2018-03-24,720,"TRESPASS","TRESPASS","WEST","M","DOWNTOWN COMMERCIAL"
20180000104869,2018-03-24,700,2018-03-24,2151,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","L","NORTHGATE"
20180000173664,2018-03-24,700,2018-05-15,1250,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","EAST","G","FIRST HILL"
20180000902635,2018-03-24,645,2018-03-24,726,"CAR PROWL","THEFT-CARPROWL","NORTH","J","GREENWOOD"
20180000104368,2018-03-24,601,2018-03-24,601,"TRESPASS","TRESPASS","EAST","E","CAPITOL HILL"
20180000104755,2018-03-24,530,2018-03-24,1412,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTHWEST","F","HIGHLAND PARK"
20180000104745,2018-03-24,530,2018-03-24,1507,"CAR PROWL","THEFT-CARPROWL","WEST","K","PIONEER SQUARE"
20180000106172,2018-03-24,500,2018-03-25,2247,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","EAST","E","CAPITOL HILL"
20180000104334,2018-03-24,423,2018-03-24,423,"DUI","DUI-LIQUOR","SOUTH","R","NORTH BEACON HILL"
20180000104335,2018-03-24,422,2018-03-24,422,"AGGRAVATED ASSAULT","ASSLT-AGG-BODYFORCE","WEST","K","DOWNTOWN COMMERCIAL"
20180000104944,2018-03-24,400,2018-03-24,1801,"THEFT-BICYCLE","THEFT-BICYCLE","SOUTH","R","NORTH BEACON HILL"
20180000104505,2018-03-24,345,2018-03-24,1006,"CAR PROWL","THEFT-CARPROWL","NORTH","U","ROOSEVELT/RAVENNA"
20180000104867,2018-03-24,332,2018-03-24,1617,"CAR PROWL","THEFT-CARPROWL","NORTH","J","PHINNEY RIDGE"
20180000902983,2018-03-24,330,2018-04-05,1358,"CAR PROWL","THEFT-CARPROWL","WEST","D","QUEEN ANNE"
20180000104277,2018-03-24,305,2018-03-24,514,"THEFT-ALL OTHER","THEFT-OTH","WEST","Q","QUEEN ANNE"
20180000185662,2018-03-24,300,2018-05-23,1645,"ARSON","ARSON-BUSINESS","EAST","E","CAPITOL HILL"
20180000104272,2018-03-24,252,2018-03-24,252,"DUI","DUI-LIQUOR","SOUTH","R","NORTH BEACON HILL"
20180000104818,2018-03-24,241,2018-03-24,1620,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","SOUTH","S","MID BEACON HILL"
20180000902774,2018-03-24,215,2018-03-29,1430,"THEFT-BUILDING","THEFT-BUILDING","WEST","K","PIONEER SQUARE"
20180000104254,2018-03-24,212,2018-03-24,212,"DUI","DUI-LIQUOR","EAST","E","CAPITOL HILL"
20180000104225,2018-03-24,137,2018-03-24,137,"CAR PROWL","THEFT-CARPROWL","WEST","K","PIONEER SQUARE"
20180000108462,2018-03-24,127,2018-03-27,1930,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","WEST","D","QUEEN ANNE"
20180000104199,2018-03-24,104,2018-03-24,104,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-WEAPON","SOUTH","S","RAINIER VIEW"
20180000902610,2018-03-24,100,2018-03-24,1826,"CAR PROWL","THEFT-CARPROWL","NORTH","N","BITTERLAKE"
20180000128511,2018-03-24,100,2018-04-12,1053,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTH","O","SODO"
20180000104186,2018-03-24,25,2018-03-24,228,"THEFT-ALL OTHER","THEFT-OTH","NORTH","U","SANDPOINT"
20180000902625,2018-03-24,15,2018-03-25,1224,"THEFT-ALL OTHER","THEFT-PKPOCKET","EAST","E","CAPITOL HILL"
20180000902649,2018-03-24,0,2018-03-25,2157,"CAR PROWL","THEFT-CARPROWL","WEST","D","BELLTOWN"
20180000104609,2018-03-24,0,2018-03-24,1245,"THEFT-BUILDING","THEFT-BUILDING","WEST","D","BELLTOWN"
20180000106571,2018-03-24,0,2018-03-26,816,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","F","SOUTH PARK"
20180000107297,2018-03-24,0,2018-03-26,1853,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","U","UNIVERSITY"
20180000161875,2018-03-24,0,2018-05-07,743,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","EAST","E","FIRST HILL"
20180000902598,2018-03-24,0,2018-03-24,1010,"CAR PROWL","THEFT-CARPROWL","NORTH","U","SANDPOINT"
20180000902653,2018-03-25,2335,2018-03-26,648,"CAR PROWL","THEFT-CARPROWL","EAST","E","FIRST HILL"
20180000106276,2018-03-25,2302,2018-03-25,2304,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","WEST","K","DOWNTOWN COMMERCIAL"
20180000106272,2018-03-25,2255,2018-03-25,2255,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-BODYFORCE","SOUTH","R","HILLMAN CITY"
20180000106292,2018-03-25,2235,2018-03-25,2338,"CAR PROWL","THEFT-CARPROWL","WEST","D","SLU/CASCADE"
20180000106544,2018-03-25,2230,2018-03-26,1022,"CAR PROWL","THEFT-LICENSE PLATE","NORTH","N","GREENWOOD"
20180000106860,2018-03-25,2230,2018-03-26,1235,"CAR PROWL","THEFT-CARPROWL","WEST","K","DOWNTOWN COMMERCIAL"
20180000106489,2018-03-25,2230,2018-03-26,657,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
20180000106695,2018-03-25,2200,2018-03-26,954,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTH","R","MID BEACON HILL"
20180000106548,2018-03-25,2200,2018-03-26,748,"CAR PROWL","THEFT-CARPROWL","NORTH","N","GREENWOOD"
20180000110558,2018-03-25,2200,2018-03-29,1136,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","SOUTH","R","MID BEACON HILL"
20180000107082,2018-03-25,2200,2018-03-26,1536,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","WEST","Q","QUEEN ANNE"
20180000106850,2018-03-25,2200,2018-03-26,1226,"CAR PROWL","THEFT-CARPROWL","WEST","K","DOWNTOWN COMMERCIAL"
20180000106524,2018-03-25,2200,2018-03-26,726,"CAR PROWL","THEFT-CARPROWL","NORTH","L","ROOSEVELT/RAVENNA"
20180000106664,2018-03-25,2200,2018-03-26,930,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","J","ROOSEVELT/RAVENNA"
20180000106593,2018-03-25,2200,2018-03-26,828,"CAR PROWL","THEFT-CARPROWL","NORTH","N","NORTHGATE"
20180000106615,2018-03-25,2200,2018-03-26,1323,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","B","FREMONT"
20180000106206,2018-03-25,2112,2018-03-25,2112,"TRESPASS","TRESPASS","WEST","K","PIONEER SQUARE"
20180000106207,2018-03-25,2111,2018-03-25,2111,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTHWEST","W","ALASKA JUNCTION"
20180000902652,2018-03-25,2100,2018-03-26,605,"CAR PROWL","THEFT-CARPROWL","WEST","D","BELLTOWN"
20180000106631,2018-03-25,2100,2018-03-26,908,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","UNKNOWN","","UNKNOWN"
20180000111381,2018-03-25,2100,2018-03-29,2316,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","U","UNIVERSITY"
20180000106191,2018-03-25,2057,2018-03-25,2224,"TRESPASS","TRESPASS","EAST","E","CAPITOL HILL"
20180000106707,2018-03-25,2045,2018-03-26,1002,"CAR PROWL","THEFT-CARPROWL","WEST","M","BELLTOWN"
20180000902654,2018-03-25,2045,2018-03-26,904,"CAR PROWL","THEFT-CARPROWL","NORTH","B","FREMONT"
20180000106181,2018-03-25,2041,2018-03-25,2041,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-BODYFORCE","EAST","G","MADRONA/LESCHI"
20180000108172,2018-03-25,2030,2018-03-27,1412,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","WEST","Q","QUEEN ANNE"
20180000106153,2018-03-25,2006,2018-03-25,2011,"DUI","DUI-LIQUOR","SOUTHWEST","F","HIGHLAND PARK"
20180000902733,2018-03-25,2000,2018-03-28,934,"CAR PROWL","THEFT-CARPROWL","WEST","Q","QUEEN ANNE"
20180000106591,2018-03-25,2000,2018-03-26,1006,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTH","S","NEW HOLLY"
20180000106130,2018-03-25,1945,2018-03-25,1945,"TRESPASS","TRESPASS","EAST","C","CENTRAL AREA/SQUIRE PARK"
20180000902644,2018-03-25,1940,2018-03-25,1951,"THEFT-BICYCLE","THEFT-BICYCLE","NORTH","B","WALLINGFORD"
20180000106716,2018-03-25,1930,2018-03-26,1656,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","NORTH","J","BALLARD NORTH"
20180000106117,2018-03-25,1927,2018-03-25,1927,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-BODYFORCE","WEST","Q","QUEEN ANNE"
20180000123580,2018-03-25,1918,2018-04-08,1616,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000107341,2018-03-25,1900,2018-03-26,2030,"THEFT-BUILDING","THEFT-BUILDING","NORTH","B","BALLARD SOUTH"
20180000107984,2018-03-25,1900,2018-03-27,1329,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","B","BALLARD SOUTH"
20180000106079,2018-03-25,1828,2018-03-25,1828,"DUI","DUI-LIQUOR","EAST","E","CAPITOL HILL"
20180000106211,2018-03-25,1825,2018-03-25,2137,"CAR PROWL","THEFT-CARPROWL","WEST","D","SLU/CASCADE"
20180000106236,2018-03-25,1800,2018-03-25,2215,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
20180000115455,2018-03-25,1800,2018-04-02,1013,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","SOUTHWEST","W","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20180000109911,2018-03-25,1800,2018-03-28,1936,"CAR PROWL","THEFT-LICENSE PLATE","NORTH","U","UNIVERSITY"
20180000106857,2018-03-25,1800,2018-03-26,1231,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
20180000115392,2018-03-25,1745,2018-04-02,950,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000106789,2018-03-25,1744,2018-04-17,1057,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","WEST","M","DOWNTOWN COMMERCIAL"
20180000106653,2018-03-25,1730,2018-03-26,920,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","N","BITTERLAKE"
20180000106040,2018-03-25,1715,2018-03-25,1727,"CAR PROWL","THEFT-CARPROWL","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000902647,2018-03-25,1700,2018-03-25,2114,"THEFT-BUILDING","THEFT-BUILDING","UNKNOWN","","UNKNOWN"
20180000902669,2018-03-25,1700,2018-03-26,1339,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","ALASKA JUNCTION"
20180000106485,2018-03-25,1700,2018-03-26,650,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","N","BITTERLAKE"
20180000108947,2018-03-25,1700,2018-03-28,638,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTH","R","HILLMAN CITY"
20180000106662,2018-03-25,1700,2018-03-26,1910,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","WEST","D","QUEEN ANNE"
20180000106014,2018-03-25,1657,2018-03-25,1657,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","NORTH","N","GREENWOOD"
20180000106100,2018-03-25,1645,2018-03-25,1940,"CAR PROWL","THEFT-CARPROWL","EAST","C","MILLER PARK"
20180000106000,2018-03-25,1644,2018-03-25,1644,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","R","COLUMBIA CITY"
20180000106728,2018-03-25,1630,2018-03-26,1024,"THEFT-BICYCLE","THEFT-BICYCLE","NORTH","L","LAKECITY"
20180000902650,2018-03-25,1630,2018-03-25,2200,"CAR PROWL","THEFT-CARPROWL","EAST","C","MONTLAKE/PORTAGE BAY"
20180000105979,2018-03-25,1618,2018-03-25,1618,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
20180000105963,2018-03-25,1602,2018-03-25,1602,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","U","UNIVERSITY"
20180000105960,2018-03-25,1600,2018-03-25,1600,"DUI","DUI-LIQUOR","NORTH","N","BITTERLAKE"
20180000107129,2018-03-25,1600,2018-03-26,1726,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
20180000107909,2018-03-25,1600,2018-03-27,1243,"CAR PROWL","THEFT-LICENSE PLATE","NORTH","L","NORTHGATE"
20180000902639,2018-03-25,1600,2018-03-25,1644,"THEFT-BICYCLE","THEFT-BICYCLE","NORTH","U","SANDPOINT"
20180000105949,2018-03-25,1548,2018-03-25,1548,"CAR PROWL","THEFT-CARPROWL","SOUTH","S","RAINIER VIEW"
20180000105939,2018-03-25,1541,2018-03-25,1541,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTH","R","GENESEE"
20180000109810,2018-03-25,1530,2018-03-28,1756,"CAR PROWL","THEFT-CARPROWL","SOUTH","R","HILLMAN CITY"
20180000105917,2018-03-25,1519,2018-03-25,1625,"ROBBERY-COMMERCIAL","ROBBERY-BUSINESS-BODYFORCE","NORTH","L","LAKECITY"
20180000105914,2018-03-25,1517,2018-03-25,1517,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
20180000111016,2018-03-25,1500,2018-03-29,1833,"THEFT-BICYCLE","THEFT-BICYCLE","WEST","Q","QUEEN ANNE"
20180000902636,2018-03-25,1500,2018-03-25,1616,"CAR PROWL","THEFT-CARPROWL","NORTH","U","ROOSEVELT/RAVENNA"
20180000902641,2018-03-25,1500,2018-03-25,1812,"CAR PROWL","THEFT-CARPROWL","EAST","C","MONTLAKE/PORTAGE BAY"
20180000105900,2018-03-25,1500,2018-03-25,1613,"TRESPASS","TRESPASS","WEST","D","SLU/CASCADE"
20180000105898,2018-03-25,1455,2018-03-25,1615,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","SOUTH","R","MOUNT BAKER"
20180000105897,2018-03-25,1454,2018-03-25,1632,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
20180000109793,2018-03-25,1445,2018-03-28,2123,"CAR PROWL","THEFT-CARPROWL","WEST","Q","QUEEN ANNE"
20180000105889,2018-03-25,1444,2018-03-25,1444,"CAR PROWL","THEFT-CARPROWL","NORTH","J","ROOSEVELT/RAVENNA"
20180000107056,2018-03-25,1430,2018-03-26,1526,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","WEST","D","SLU/CASCADE"
20180000108132,2018-03-25,1430,2018-03-27,1529,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","SOUTHWEST","W","ALASKA JUNCTION"
20180000105865,2018-03-25,1421,2018-03-25,1615,"TRESPASS","TRESPASS","EAST","E","CAPITOL HILL"
20180000105892,2018-03-25,1416,2018-03-25,1416,"DUI","DUI-DRUGS","NORTH","U","SANDPOINT"
20180000105855,2018-03-25,1409,2018-03-25,1409,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
20180000105856,2018-03-25,1406,2018-03-25,1409,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","EAST","C","CENTRAL AREA/SQUIRE PARK"
20180000105895,2018-03-25,1400,2018-03-25,1456,"CAR PROWL","THEFT-CARPROWL","NORTH","B","WALLINGFORD"
20180000902708,2018-03-25,1400,2018-03-27,1715,"CAR PROWL","THEFT-CARPROWL","SOUTH","R","MOUNT BAKER"
20180000105826,2018-03-25,1340,2018-03-25,1340,"DUI","DUI-DRUGS","EAST","C","CENTRAL AREA/SQUIRE PARK"
20180000105821,2018-03-25,1335,2018-03-25,1335,"FAMILY OFFENSE-NONVIOLENT","CHILD-NEGLECT","NORTH","N","NORTHGATE"
20180000105818,2018-03-25,1332,2018-03-25,1332,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
20180000105816,2018-03-25,1330,2018-03-25,1330,"TRESPASS","TRESPASS","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000105780,2018-03-25,1257,2018-03-25,1257,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","NORTH","U","UNIVERSITY"
20180000105762,2018-03-25,1241,2018-03-25,1433,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","DOWNTOWN COMMERCIAL"
20180000105739,2018-03-25,1208,2018-03-25,1208,"NARCOTIC","NARC-POSSESS-METH","WEST","D","BELLTOWN"
20180000105730,2018-03-25,1201,2018-03-25,1201,"TRESPASS","TRESPASS","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000902918,2018-03-25,1200,2018-04-03,1208,"THEFT-ALL OTHER","THEFT-OTH","NORTH","L","NORTHGATE"
20180000107321,2018-03-25,1200,2018-03-26,2053,"CAR PROWL","THEFT-LICENSE PLATE","SOUTH","R","NORTH BEACON HILL"
20180000127912,2018-03-25,1200,2018-04-11,2100,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","SOUTHWEST","W","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20180000105722,2018-03-25,1158,2018-03-25,1158,"TRESPASS","TRESPASS","WEST","M","SLU/CASCADE"
20180000105708,2018-03-25,1136,2018-03-25,1156,"ROBBERY-STREET","ROBBERY-STREET-GUN","WEST","M","DOWNTOWN COMMERCIAL"
20180000106084,2018-03-25,1130,2018-03-25,1905,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","W","NORTH ADMIRAL"
20180000105693,2018-03-25,1106,2018-04-11,1830,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","NORTH","U","UNIVERSITY"
20180000105955,2018-03-25,1100,2018-03-25,1800,"TRESPASS","TRESPASS","SOUTHWEST","W","NORTH ADMIRAL"
20180000105663,2018-03-25,1040,2018-03-25,1112,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTHWEST","F","HIGH POINT"
20180000110465,2018-03-25,1021,2018-03-29,959,"THEFT-ALL OTHER","THEFT-OTH","NORTH","B","FREMONT"
20180000106856,2018-03-25,1000,2018-03-26,1229,"THEFT-BICYCLE","THEFT-BICYCLE","EAST","E","CAPITOL HILL"
20180000105630,2018-03-25,949,2018-03-25,1147,"ROBBERY-COMMERCIAL","ROBBERY-BUSINESS-WEAPON","WEST","K","CHINATOWN/INTERNATIONAL DISTRICT"
20180000105742,2018-03-25,910,2018-03-25,1215,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","R","HILLMAN CITY"
20180000105605,2018-03-25,904,2018-03-25,904,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","Q","QUEEN ANNE"
20180000105628,2018-03-25,900,2018-03-25,943,"TRESPASS","TRESPASS","NORTH","U","UNIVERSITY"
20180000105614,2018-03-25,849,2018-03-25,1042,"ARSON","ARSON-OTHER","WEST","D","BELLTOWN"
20180000106951,2018-03-25,824,2018-03-26,1706,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","B","BALLARD SOUTH"
20180000109363,2018-03-25,800,2018-03-28,1212,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTHWEST","W","ALKI"
20180000105541,2018-03-25,708,2018-03-25,708,"DUI","DUI-LIQUOR","NORTH","U","UNIVERSITY"
20180000105537,2018-03-25,657,2018-03-25,657,"TRESPASS","TRESPASS","EAST","E","FIRST HILL"
20180000105526,2018-03-25,644,2018-03-25,644,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","U","UNIVERSITY"
20180000105511,2018-03-25,601,2018-03-25,601,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTH","O","SODO"
20180000119893,2018-03-25,600,2018-04-05,1809,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTHWEST","W","HIGH POINT"
20180000144132,2018-03-25,600,2018-04-24,1200,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","F","HIGHLAND PARK"
20180000902645,2018-03-25,600,2018-03-25,2036,"CAR PROWL","THEFT-CARPROWL","NORTH","U","SANDPOINT"
20180000105598,2018-03-25,600,2018-03-25,858,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","B","BALLARD SOUTH"
20180000107803,2018-03-25,530,2018-03-27,857,"CAR PROWL","THEFT-CARPROWL","SOUTH","O","GEORGETOWN"
20180000105488,2018-03-25,507,2018-03-25,507,"ROBBERY-COMMERCIAL","ROBBERY-BUSINESS-BODYFORCE","SOUTH","R","NORTH BEACON HILL"
20180000105941,2018-03-25,500,2018-03-25,1821,"ROBBERY-STREET","ROBBERY-STREET-WEAPON","WEST","Q","QUEEN ANNE"
20180000105470,2018-03-25,427,2018-03-25,427,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","Q","QUEEN ANNE"
20180000902682,2018-03-25,400,2018-03-26,1624,"CAR PROWL","THEFT-CARPROWL","NORTH","L","LAKECITY"
20180000105430,2018-03-25,255,2018-03-25,255,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","NORTH","B","BALLARD SOUTH"
20180000105418,2018-03-25,239,2018-03-25,239,"DUI","DUI-DRUGS","EAST","E","CAPITOL HILL"
20180000105415,2018-03-25,229,2018-03-25,229,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
20180000105412,2018-03-25,218,2018-03-25,228,"ROBBERY-STREET","ROBBERY-STREET-WEAPON","NORTH","N","NORTHGATE"
20180000902617,2018-03-25,214,2018-03-25,853,"CAR PROWL","THEFT-CARPROWL","NORTH","N","BALLARD NORTH"
20180000105368,2018-03-25,131,2018-03-25,253,"TRESPASS","TRESPASS","SOUTHWEST","F","HIGHLAND PARK"
20180000105650,2018-03-25,130,2018-03-25,1931,"CAR PROWL","THEFT-CARPROWL","WEST","D","QUEEN ANNE"
20180000105360,2018-03-25,123,2018-03-25,123,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","NORTH","J","BALLARD NORTH"
20180000105352,2018-03-25,117,2018-03-25,117,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTHWEST","W","NORTH ADMIRAL"
20180000902629,2018-03-25,100,2018-03-25,1311,"CAR PROWL","THEFT-CARPROWL","NORTH","U","ROOSEVELT/RAVENNA"
20180000107278,2018-03-25,100,2018-03-26,1944,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F","HIGHLAND PARK"
20180000902637,2018-03-25,100,2018-03-25,1629,"CAR PROWL","THEFT-CARPROWL","NORTH","L","LAKECITY"
20180000105341,2018-03-25,49,2018-03-25,49,"TRESPASS","TRESPASS","WEST","Q","SLU/CASCADE"
20180000108347,2018-03-25,30,2018-03-27,1623,"CAR PROWL","THEFT-CARPROWL","SOUTH","R","NORTH BEACON HILL"
20180000105327,2018-03-25,25,2018-03-25,29,"AGGRAVATED ASSAULT","ASSLT-AGG-BODYFORCE","SOUTHWEST","W","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20180000116579,2018-03-25,1,2018-04-03,818,"CAR PROWL","THEFT-LICENSE PLATE","SOUTHWEST","F","HIGHLAND PARK"
20180000105781,2018-03-25,1,2018-03-25,1300,"THEFT-BUILDING","THEFT-BUILDING","EAST","E","CAPITOL HILL"
20180000105606,2018-03-25,0,2018-03-25,1008,"CAR PROWL","THEFT-AUTO PARTS","SOUTH","S","RAINIER VIEW"
20180000111845,2018-03-25,0,2018-03-30,1408,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","NORTH","B","BALLARD SOUTH"
20180000159704,2018-03-25,0,2018-05-05,1728,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","WEST","D","BELLTOWN"
20180000902631,2018-03-25,0,2018-03-25,1441,"CAR PROWL","THEFT-AUTOACC","SOUTH","O","GEORGETOWN"
20180000105524,2018-03-25,0,2018-03-25,733,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","NORTH","N","BALLARD NORTH"
20180000105455,2018-03-25,0,2018-03-25,351,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","U","UNIVERSITY"
20180000902684,2018-03-25,0,2018-03-26,1650,"CAR PROWL","THEFT-CARPROWL","NORTH","U","UNIVERSITY"
20180000107518,2018-03-26,2352,2018-03-26,2352,"SEX OFFENSE-OTHER","SEXOFF-OTHER","EAST","G","JUDKINS PARK/NORTH BEACON HILL"
20180000108585,2018-03-26,2301,2018-03-27,1931,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","B","FREMONT"
20180000107841,2018-03-26,2300,2018-03-27,932,"THEFT-ALL OTHER","THEFT-MAIL","NORTH","U","ROOSEVELT/RAVENNA"
20180000108546,2018-03-26,2300,2018-03-27,2129,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","B","FREMONT"
20180000107477,2018-03-26,2257,2018-03-26,2257,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","SOUTH","R","COLUMBIA CITY"
20180000107950,2018-03-26,2240,2018-03-27,1528,"CAR PROWL","THEFT-CARPROWL","NORTH","L","NORTHGATE"
20180000107832,2018-03-26,2230,2018-03-27,949,"CAR PROWL","THEFT-CARPROWL","WEST","M","DOWNTOWN COMMERCIAL"
20180000108009,2018-03-26,2200,2018-03-27,1144,"RAPE","RAPE-STRONGARM","EAST","E","CAPITOL HILL"
20180000107421,2018-03-26,2122,2018-03-26,2122,"NARCOTIC","NARC-POSSESS-MARIJU","NORTH","J","BALLARD NORTH"
20180000107958,2018-03-26,2100,2018-03-27,1105,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTHWEST","W","NORTH ADMIRAL"
20180000902718,2018-03-26,2100,2018-03-27,2048,"CAR PROWL","THEFT-CARPROWL","NORTH","B","WALLINGFORD"
20180000107390,2018-03-26,2051,2018-03-27,321,"DUI","DUI-DRUGS","NORTH","B","WALLINGFORD"
20180000107373,2018-03-26,2032,2018-03-26,2208,"THEFT-BUILDING","THEFT-BUILDING","NORTH","N","NORTHGATE"
